ID,wt_birth,car_wt,num_ribs,car_bf10,car_lma,sex,perc_duroc,sire,dam,litter,slgdt_cd
1429,1.59,88.89,14,25.4,45.81,M,0.481804120398005,311,493,54,10
1431,1.72,81.18,15,30.48,42.58,M,0.494277941009433,311,493,54,11
1434,1.81,81.63,15,22.86,45.81,F,0.488191289068146,311,493,54,11
1435,1.54,88.66,16,31.75,45.48,M,0.506163340807097,311,493,54,11
1436,1.22,80.27,15,15.24,47.42,F,0.487992127910536,311,493,54,12
1437,1.41,87.53,16,16.51,44.19,M,0.537146078384815,335,468,55,12
1438,1.36,80.27,15,12.7,42.26,F,0.520066660521697,311,493,54,12
1439,1.59,80.73,16,20.32,41.94,M,0.514294958221641,335,468,55,12
1441,1,87.53,15,22.86,41.29,M,0.538544495452823,335,468,55,12
1442,1.22,69.39,15,15.24,39.68,F,0.506356260088766,311,493,54,12
1443,1.22,73.47,12,20.32,40,M,0.458760075493288,335,468,55,10
1444,1.22,74.15,15,19.05,41.29,F,0.616817004229582,311,493,54,11
1445,1.77,82.54,16,22.86,49.68,M,0.381386898911013,335,485,56,11
1446,1.09,81.63,15,24.13,36.77,F,0.580491396663384,335,468,55,12
1448,1.41,81.18,15,15.24,45.16,F,0.511044747704807,335,468,55,12
1449,1.63,85.03,17,19.05,42.58,M,0.442723683185659,335,485,56,11
1450,1.18,80.27,16,19.05,40,F,0.544235593176644,335,468,55,12
1451,1.77,87.07,16,20.32,46.45,M,0.520606958747581,335,485,56,12
1452,1.18,79.82,16,15.24,45.81,F,0.45926592668143,335,468,55,12
1453,1,87.53,15,20.32,42.58,M,0.511675511762845,335,485,56,12
1454,1.32,81.18,15,19.05,38.06,M,0.516306177243788,335,468,55,12
1455,1.81,82.09,13,17.78,46.77,M,0.502718795362908,335,485,56,10
1456,1.45,67.57,15,17.78,37.74,F,0.438873174471801,335,485,56,11
1457,1.45,NA,NA,NA,NA,M,0.483989215040731,335,485,56,NA
1458,1.45,69.16,16,15.24,44.19,F,0.569332957402529,335,485,56,11
1459,1.45,78,13,24.13,38.39,M,0.526130810070728,335,485,56,10
1460,1.45,82.54,15,15.24,43.87,F,0.561755965582749,335,485,56,12
1462,1.81,85.71,12,25.4,39.35,F,0.817131775919826,328,313,57,10
1465,1.81,95.24,16,35.56,37.74,M,0.71742816466707,328,313,57,12
1466,1.91,86.17,15,22.86,38.71,F,0.763469904375421,328,313,57,12
1467,1.36,85.26,15,24.13,44.19,M,0.467576754305821,335,475,58,12
1468,1.04,79.37,16,22.86,36.77,F,0.686092521101171,328,313,57,12
1469,1.54,87.53,15,26.67,40.65,M,0.49101139831037,335,475,58,12
1471,1.5,75.74,13,22.86,33.87,M,0.465943682028866,335,475,58,10
1473,2,75.28,12,17.78,42.26,M,0.488745010393466,328,160,59,10
1474,1.32,85.26,16,20.32,37.74,F,0.479039983034776,328,160,59,12
1475,2.09,83.9,13,22.86,42.26,M,0.477425959357394,328,160,59,10
1476,1.54,72.56,13,17.78,36.13,F,0.450594664475281,328,160,59,10
1477,1.77,80.27,12,22.86,47.1,M,0.397865506518468,328,160,59,10
1478,2.04,90.7,16,20.32,52.9,F,0.487459852237187,311,497,60,12
1479,1.54,73.02,12,24.13,40.97,M,0.475260259965823,328,160,59,10
1480,1.59,73.47,13,15.24,44.84,F,0.499587331869031,311,497,60,10
1481,1.77,89.8,14,22.86,42.9,M,0.527090715110644,328,160,59,12
1482,1.72,78.91,15,22.86,43.23,F,0.516330358730201,311,497,60,11
1483,2,79.82,13,22.86,41.61,M,0.531860677120698,328,160,59,10
1484,1.72,75.96,15,30.48,40,F,0.527580664841757,311,497,60,11
1485,2.31,90.25,13,22.86,39.03,M,0.55711149411108,328,160,59,10
1486,1.09,73.47,15,21.59,43.23,F,0.502082976599546,311,497,60,12
1489,1.68,NA,NA,NA,NA,M,0.494041172456582,311,497,60,NA
1491,1.72,83.45,15,33.02,42.9,M,0.474401957972612,311,497,60,11
1493,1.4,97.06,15,34.29,39.99,M,0.487823483285791,311,497,60,11
1494,1.32,75.28,14,33.02,36.45,F,0.505147433820824,311,481,61,13
1495,0.91,92.52,15,35.56,44.84,M,0.49209327207233,311,497,60,12
1496,1.59,86.17,16,35.56,39.03,F,0.485598028044625,311,473,62,13
1497,1.63,93.88,16,38.1,39.35,M,0.538585555904929,311,481,61,13
1498,1.81,76.64,16,20.32,51.61,F,0.545885755474045,311,473,62,13
1499,1.86,87.07,15,29.21,42.58,M,0.528644087157136,311,481,61,13
1500,1.5,80.27,15,29.21,34.52,F,0.489227492593588,331,491,63,13
1501,1.91,84.35,16,40.64,32.26,M,0.476455891380943,311,481,61,13
1502,1.04,80.27,15,20.32,40.97,F,0.586045370339223,331,491,63,14
1503,1.72,88.89,15,33.02,37.42,M,0.513904397841361,311,473,62,15
1504,1.81,84.13,16,27.94,37.1,F,0.475000993932854,331,491,63,14
1505,1.81,82.99,15,27.94,39.35,M,0.510708420793302,311,473,62,13
1506,1.63,79.37,15,17.78,40.65,F,0.600550653337403,331,491,63,15
1507,1.45,76.64,15,22.86,35.81,M,0.476679953373515,311,473,62,13
1509,1.41,74.38,15,33.02,35.16,M,0.498669666187026,311,473,62,13
1510,1.68,92.06,17,NA,NA,F,0.451905163675302,331,459,64,14
1511,1.95,82.54,15,29.21,39.68,M,0.52179804111003,311,473,62,13
1512,1.77,88.89,16,22.86,48.39,F,0.429144336763966,331,459,64,14
1513,1.63,93.42,15,38.1,36.13,M,0.494578306230428,311,473,62,13
1517,1.63,95.01,17,34.29,39.68,M,0.466899497596251,331,491,63,14
1518,1.13,73.92,16,17.78,39.03,F,0.563383864997074,331,459,64,13
1519,0.86,81.63,14,46.99,28.71,M,0.527292903656131,331,491,63,15
1520,1.72,79.82,16,20.32,42.9,F,0.430254344571738,331,459,64,13
1521,1.22,83.45,16,25.4,39.68,M,0.463493761946018,331,491,63,15
1522,1.13,86.62,15,24.13,43.23,F,0.527331315932369,330,461,65,15
1523,1.77,93.2,17,33.02,41.94,M,0.506877226562525,331,491,63,14
1524,2.4,90.7,15,20.32,45.81,F,0.401707659295624,330,461,65,15
1525,1.41,82.54,17,30.48,34.84,M,0.485344074460319,331,491,63,13
1527,1.72,87.98,15,30.48,36.45,M,0.493678269977147,331,459,64,13
1528,2.36,95.24,15,31.75,40.97,F,0.480782295289755,330,461,65,15
1529,2,92.29,16,31.75,45.48,M,0.436632187197468,331,459,64,14
1531,2,75.74,16,16.51,41.94,M,0.421201998611419,331,459,64,13
1532,1.72,82.09,15,27.94,43.87,F,0.443030793187562,330,461,65,14
1533,2,96.37,15,30.48,50.65,M,0.558990033043076,331,459,64,14
1534,1.22,85.71,16,30.48,41.94,F,0.476966873988842,330,461,65,14
1536,1.63,83.45,15,22.86,44.84,F,0.474431453251746,330,480,66,15
1537,1.63,82.31,16,35.56,34.19,M,0.471266181493947,330,461,65,14
1538,1.95,85.26,17,27.94,45.81,F,0.517983840467105,330,480,66,15
1540,1.22,80.73,15,22.86,39.35,F,NA,330,480,66,15
1541,1.36,88.44,15,25.4,38.39,M,NA,330,461,65,15
1542,1,77.55,14,27.94,35.81,F,0.501923042058687,311,477,67,15
1543,1.86,75.96,15,24.13,38.39,M,0.480797928144148,330,461,65,14
1544,1.5,86.62,16,29.21,42.26,F,0.502634487867819,311,477,67,13
1546,1.5,83.45,16,24.13,44.52,F,0.525062794496226,311,477,67,13
1547,2.09,80.73,15,26.67,40,M,0.513403421832862,330,480,66,15
1549,1.41,85.26,15,24.13,48.71,M,0.473457407992006,330,480,66,15
1552,0.86,91.16,14,33.02,44.19,F,0.506344630887978,311,477,67,15
1553,1.63,83.9,15,30.48,37.42,M,NA,311,477,67,13
1554,2.04,85.26,14,24.13,36.45,F,0.505109028835307,331,324,68,13
1558,1.09,82.54,15,20.32,35.48,F,0.418263519094319,331,324,68,15
1560,1.18,81.18,15,20.32,50.65,F,NA,330,456,69,15
1561,1.18,68.48,15,25.4,31.94,M,0.488257730153139,331,324,68,13
1563,1.95,91.61,15,20.32,49.03,M,0.488955929314772,331,324,68,15
1564,1.81,73.02,16,21.59,41.29,F,0.50460173641035,330,456,69,13
1565,1.27,74.83,15,25.4,34.19,M,0.562967073922788,331,324,68,13
1566,1.72,86.17,15,20.32,47.74,F,0.49349038873957,330,456,69,15
1567,1.41,78.46,15,33.02,34.52,M,0.519937208771024,331,324,68,13
1568,1.45,76.19,15,17.78,42.58,F,0.541249471125781,330,456,69,15
1570,1.22,85.71,16,27.94,43.23,F,0.411601877086863,331,484,70,15
1574,1.72,102.04,15,45.72,48.06,F,0.517714164544495,311,314,71,15
1577,1.59,92.97,15,38.1,40.97,M,0.553685649676166,330,456,69,15
1578,1.54,95.24,16,39.37,47.42,F,0.450008546925613,311,314,71,14
1579,1.86,77.55,15,39.37,30.97,M,0.506004245467731,330,456,69,13
1580,0.95,82.77,15,29.21,38.39,F,0.476405960499138,311,314,71,14
1581,1.54,85.71,16,34.29,39.03,M,0.554720035148436,330,456,69,15
1582,1.5,80.73,15,17.78,43.87,F,0.467075617843556,326,460,72,16
1584,1.63,83.9,16,20.32,42.58,F,NA,326,460,72,18
1585,1.32,88.44,15,43.18,34.52,M,NA,331,484,70,15
1588,1.32,88.44,15,20.32,53.55,F,0.44542895565518,326,460,72,16
1589,1.95,90.7,15,27.94,47.42,M,0.476209644192579,311,314,71,14
1590,1.13,68.48,15,11.43,42.26,F,0.512711662362795,326,320,73,18
1591,1.95,101.13,15,33.02,48.39,M,0.517070594857138,311,314,71,15
1592,1.13,80.5,15,20.32,39.03,F,0.56810613536438,326,320,73,17
1593,1.77,91.16,15,34.29,43.87,M,0.50508076095802,311,314,71,14
1594,1.04,74.38,15,15.24,45.16,F,0.472948863714304,326,320,73,17
1596,1.32,82.09,14,20.32,40.32,F,0.510284380322034,326,320,73,16
1597,1.09,89.34,14,43.18,40,M,0.48742218338899,311,314,71,15
1599,1.68,86.62,14,30.48,40,M,0.463044150796002,326,460,72,16
1601,1.95,86.17,14,20.32,46.77,M,NA,326,460,72,16
1602,1.54,74.83,15,12.7,43.55,F,NA,326,318,74,18
1604,1.36,88.89,16,25.4,38.39,F,0.531774210558988,326,318,74,16
1606,1.41,75.74,14,17.78,42.58,F,0.499931157948069,326,318,74,16
1607,1.41,89.8,14,20.32,46.77,M,0.493288176833475,326,460,72,16
1608,1.45,79.37,14,15.24,50.97,F,0.567811364074703,326,318,74,18
1610,1.09,77.1,15,11.43,44.84,F,0.479096342287691,326,318,74,18
1613,1.27,88.89,15,41.91,37.1,M,0.515523736244044,326,460,72,16
1614,1.41,82.99,14,17.78,41.29,F,0.472859116969427,328,472,75,16
1615,1.77,85.71,15,25.4,42.58,M,0.547925345501892,326,320,73,18
1616,0.91,80.27,14,17.78,43.87,F,NA,328,472,75,18
1617,1.59,76.19,16,17.78,42.26,M,NA,326,320,73,16
1618,0.91,80.73,15,20.32,38.71,F,0.516671744459413,328,472,75,16
1619,1.13,84.81,14,24.13,43.87,M,0.53674873836498,326,320,73,18
1620,0.64,79.37,14,22.86,43.87,F,0.50639972432987,328,472,75,18
1623,1.41,81.63,15,24.13,39.35,M,0.502014137915556,326,320,73,18
1625,1.27,73.24,15,22.86,38.39,M,0.483074097595655,326,320,73,17
1626,1.59,86.17,15,22.86,43.87,F,0.500405245504488,328,478,76,16
1627,1,77.55,16,21.59,37.1,M,0.492218483987583,326,320,73,17
1628,1.86,82.09,14,22.86,42.58,F,0.452211576958764,328,478,76,18
1630,1.68,77.55,15,22.86,38.71,F,0.492512666160258,328,478,76,16
1631,0.95,71.2,14,17.78,40.65,M,NA,326,320,73,18
1632,1.72,78,14,17.78,42.58,F,NA,328,478,76,18
1633,1.63,82.99,15,22.86,39.35,M,0.475695371059178,326,318,74,16
1634,1.5,79.37,15,20.32,37.74,F,0.494746739394803,328,482,77,16
1635,1.72,81.18,14,25.4,42.58,M,0.579389001392149,326,318,74,16
1636,1.45,75.28,15,20.32,38.71,F,0.487396207506029,328,482,77,18
1638,1.09,69.16,16,15.24,35.48,F,0.562880154223366,328,482,77,17
1639,1.13,79.82,14,17.78,37.42,M,0.455479742408509,326,318,74,16
1640,1.5,82.77,15,17.78,46.45,F,0.519678429859274,328,482,77,17
1641,1.13,79.82,14,22.86,34.52,M,0.423986905932326,328,472,75,16
1642,1.63,79.37,15,15.24,41.61,F,0.475808647046258,328,470,78,16
1643,1.63,97.05,16,24.13,41.94,M,0.487580421257824,328,472,75,16
1644,1.41,91.84,16,25.4,43.23,F,0.492520427782508,328,470,78,17
1645,0.86,63.49,15,17.78,32.9,M,0.426274695500325,328,472,75,18
1646,1.54,77.1,16,25.4,37.1,F,0.527043617783814,328,470,78,17
1647,1.32,82.09,14,17.78,41.94,M,0.514517719693553,328,472,75,16
1649,1.13,80.27,15,24.13,36.45,M,0.523041815415439,328,472,75,16
1650,1.32,82.54,14,17.78,46.13,F,0.484174216034546,328,466,79,18
1651,1,77.55,15,22.86,36.77,M,0.48657124214606,328,472,75,16
1652,1.54,73.92,15,16.51,36.77,F,0.616350408450523,328,466,79,17
1654,1.68,78.46,14,15.24,42.9,F,0.510842683140752,328,466,79,16
1655,2.22,83.45,15,25.4,41.94,M,0.480275100894962,328,478,76,18
1656,1.41,88.44,14,17.78,48.71,F,0.501250893474553,328,466,79,18
1657,1.59,75.74,14,27.94,34.52,M,0.522016811171509,328,478,76,16
1658,1.27,78.91,14,NA,NA,F,0.493555185881327,328,466,79,18
1659,1.81,78.91,14,22.86,41.29,M,0.456322624572008,328,478,76,16
1660,1.36,68.48,15,11.43,36.45,F,0.524900339058081,328,466,79,18
1661,1.68,87.53,14,30.48,36.77,M,0.508997351684304,328,478,76,18
1662,1.04,72.11,15,26.67,41.61,F,0.495395826302485,328,466,79,17
1663,1.59,78,15,25.4,41.29,M,0.505722368561887,328,478,76,16
1664,1.04,78,15,20.32,43.87,F,0.500558653871584,328,466,79,18
1665,1.27,80.73,14,20.32,38.39,M,0.508282471088472,328,478,76,16
1669,1.68,78.91,16,30.48,40.97,M,0.443527501370555,328,482,77,17
1670,1.54,75.28,15,19.05,38.39,F,0.343810913820723,328,325,80,16
1671,1.36,75.28,14,17.78,41.94,M,0.512022949654544,328,482,77,16
1673,1.72,79.37,14,25.4,39.35,M,0.551659783600043,328,482,77,16
1674,1.18,63.49,14,13.97,34.52,F,0.529964227671206,328,325,80,18
1675,1.5,85.26,14,17.78,44.84,M,0.511925828677308,328,482,77,18
1676,1.45,79.82,14,17.78,44.84,F,0.51769333531585,328,325,80,18
1677,1.13,73.92,15,17.78,40,M,0.479696979803264,328,482,77,17
1680,1.13,84.81,14,26.67,36.13,F,0.473112201369449,328,325,80,16
1681,1.36,71.66,14,17.78,40,M,0.51057424043281,328,470,78,18
1682,0.91,83.45,14,20.32,45.16,F,0.417319098818324,326,464,81,18
1683,1.22,82.54,15,33.02,33.55,M,NA,328,470,78,16
1684,1.27,81.18,15,19.05,43.87,F,0.550650634059188,326,464,81,18
1685,1.13,69.16,15,20.32,34.84,M,0.443655126228583,328,470,78,17
1686,1.04,75.28,15,17.78,41.61,F,0.389117568174992,326,464,81,18
1687,0.91,77.78,16,22.86,40.65,M,0.424580168357943,328,470,78,17
1690,1.59,78.91,15,21.59,45.48,F,0.558387252739474,326,301,82,16
1692,1.32,82.99,15,17.78,42.9,F,0.503595088396641,326,301,82,18
1693,1.59,82.99,14,22.86,45.81,M,0.547622887437825,328,466,79,18
1694,1.22,84.35,16,20.32,43.23,F,0.498702319602152,326,301,82,18
1695,1.45,86.62,16,31.75,35.16,M,0.455071475995136,328,466,79,17
1697,1.22,81.41,15,25.4,43.23,M,0.486163538561065,328,466,79,17
1698,1.91,76.19,15,17.78,42.58,F,0.502967309979553,326,489,83,16
1701,1.13,83.45,14,20.32,42.26,M,0.489015567463795,328,466,79,16
1702,1.45,81.63,15,20.32,40.32,F,0.52262261440989,326,322,84,16
1703,1.22,84.35,14,22.86,41.61,M,0.516894150626215,328,466,79,18
1704,1.18,82.09,15,27.94,45.16,F,0.440786519446998,326,322,84,16
1705,1.04,76.19,14,20.32,40.65,M,0.480203957329591,328,466,79,18
1707,1.63,78.91,15,27.94,36.45,M,0.456385538122469,328,325,80,16
1708,1.86,82.99,14,16.51,49.35,F,0.487869605742737,326,322,84,18
1709,1.86,76.64,15,30.48,34.52,M,0.587181367632681,328,325,80,16
1710,1.27,77.1,15,16.51,41.94,F,0.519328861595772,326,322,84,18
1711,0.91,77.1,14,31.75,33.23,M,0.549580612994988,328,325,80,18
1712,1.09,69.39,15,13.97,45.48,F,0.48245551043993,326,322,84,18
1713,1.63,75.74,14,22.86,41.29,M,0.505530656763965,326,464,81,16
1715,1.77,81.18,15,25.4,36.77,M,0.420960428843686,326,464,81,16
1717,1.5,77.1,15,30.48,36.13,M,0.520802161853799,326,464,81,16
1718,1.81,78,15,17.78,42.58,F,0.527400617221073,326,303,85,16
1719,1.36,87.98,15,20.32,47.42,M,0.502179440072021,326,464,81,18
1720,1.63,84.35,14,24.13,37.74,F,0.488550585821754,326,303,85,16
1721,1.54,78.91,14,20.32,36.45,M,0.494429608406156,326,464,81,16
1722,1.5,83.9,14,19.05,43.87,F,0.496320048430159,326,303,85,18
1724,1.54,91.16,14,19.05,46.13,F,0.473018735495996,326,303,85,18
1725,1.5,77.55,16,25.4,31.29,M,0.572206317558832,326,301,82,16
1726,1.27,84.35,14,20.32,44.52,F,0.505593386459137,326,303,85,18
1727,1.59,81.63,15,43.18,32.9,M,0.41127598602424,326,301,82,16
1728,1.22,78.46,16,20.32,41.29,F,0.46371415282193,326,303,85,18
1729,1.95,85.26,14,29.21,35.48,M,0.51678138832317,326,301,82,16
1730,1.04,80.73,15,19.05,42.26,F,0.364242502020543,326,303,85,18
1731,1.32,87.98,14,29.21,40.32,M,0.525665115606735,326,301,82,18
1733,1.36,80.27,15,30.48,35.16,M,0.457627722457679,326,301,82,16
1734,1.59,92.06,15,33.02,45.81,F,0.47093195223826,326,471,86,21
1735,1.22,82.54,14,25.4,42.26,M,0.428826306392105,326,301,82,18
1736,1.13,76.19,15,20.32,34.84,F,0.536806046248883,326,471,86,19
1737,1.81,80.27,16,22.86,42.9,M,0.557837822739681,326,489,83,16
1739,2.09,78,15,17.78,38.06,F,0.549109272125667,326,489,83,16
1740,1.95,87.98,16,20.32,48.39,F,0.422759180412681,328,315,87,19
1742,1.77,97.96,15,30.48,41.94,F,0.564895521851756,328,315,87,21
1743,1.41,83.45,14,33.02,32.26,M,NA,326,322,84,18
1745,1.36,78.91,15,27.94,34.19,M,0.480686466111459,326,322,84,16
1746,1.54,84.35,14,21.59,44.52,F,0.490550301496412,328,468,88,20
1748,1.59,91.16,14,20.32,50.65,F,0.471950682830764,328,468,88,21
1750,0.64,78,15,21.59,38.39,F,0.463449824102057,328,468,88,21
1751,1.95,78.91,15,22.86,36.45,M,0.50612791829225,326,303,85,16
1752,1.72,95.24,14,19.05,58.71,F,0.456395633029838,326,494,89,21
1753,1.27,78,15,22.86,34.52,M,0.544414241653691,326,303,85,16
1754,1.5,87.53,15,22.86,43.87,F,0.482272107898082,326,494,89,19
1755,1.41,96.15,15,43.18,37.42,M,0.588587711715744,326,471,86,19
1758,1.63,79.37,14,24.13,44.52,F,0.594448120520363,328,493,90,20
1759,1.95,89.34,15,45.72,35.48,M,0.47865981896292,326,471,86,19
1760,1.81,69.39,16,11.43,41.94,F,0.575505971075365,328,493,90,20
1761,1.63,82.09,14,46.99,33.55,M,0.529989013937335,326,471,86,19
1762,1.68,82.54,16,20.32,39.35,F,0.514863905570031,328,493,90,19
1763,1.27,80.73,15,31.75,34.52,M,0.519815358810117,326,471,86,19
1764,1.54,88.44,14,21.59,49.03,F,0.478956532838488,328,316,91,21
1765,1.86,92.52,15,41.91,33.87,M,0.468810137390854,326,471,86,19
1766,1.81,90.25,14,36.83,33.55,F,0.525156668124061,328,316,91,21
1767,1.32,86.62,15,34.29,33.23,M,0.499095830494616,328,315,87,19
1769,1.59,83.45,15,30.48,34.19,M,0.450736837017513,328,315,87,19
1771,1.95,90.25,16,25.4,44.84,M,0.397935076790749,328,315,87,19
1773,1.68,84.35,15,38.1,37.1,M,0.427461926161046,328,315,87,19
1774,1.41,90.7,14,30.48,40.32,F,0.532916971937171,328,316,91,21
1775,1.95,79.37,16,22.86,36.13,M,0.519201408260085,328,315,87,19
1776,2,84.13,15,25.4,51.94,F,0.513590205200966,326,476,92,20
1777,1.5,85.71,15,34.29,36.45,M,0.43851473336862,328,315,87,19
1778,1.59,88.44,15,26.67,45.81,F,0.502606240617551,326,476,92,20
1779,2.27,93.42,15,35.56,34.84,M,0.461328989834242,328,315,87,19
1782,1.5,69.16,16,21.59,34.19,F,0.511660593674756,331,465,93,20
1783,1.59,87.98,15,30.48,38.06,M,0.435836186602289,328,468,88,21
1784,1,68.25,16,22.86,35.81,F,0.474068139511334,331,465,93,20
1785,1.45,81.41,16,21.59,39.03,M,0.475380045287556,328,468,88,20
1786,1.68,74.83,14,10.16,44.84,F,0.718941155364332,330,313,94,21
1787,1.54,97.05,15,25.4,39.68,M,0.476223898642615,328,468,88,21
1788,2,82.09,15,33.02,39.35,F,0.730038513275592,330,313,94,19
1789,1.81,79.82,15,17.78,36.13,M,0.471865524589523,328,468,88,20
1790,1.54,92.52,15,17.78,50,F,0.532178570174435,328,495,95,21
1791,1.59,79.82,14,22.86,35.16,M,0.508209111242529,328,468,88,19
1793,1.36,69.16,15,15.24,36.77,F,0.474430293660717,328,468,88,20
1795,1.63,78,15,22.86,42.26,M,0.471408416492895,326,494,89,19
1797,1.81,96.15,15,33.02,43.87,M,0.479928601593543,326,494,89,19
1798,1.36,78,15,16.51,46.13,F,0.398243085963974,335,324,96,23
1799,1.32,79.82,14,27.94,45.16,M,0.487398271909521,326,494,89,21
1800,1.54,78.46,14,22.86,34.84,F,0.531301062249738,335,324,96,23
1801,1.45,82.09,14,34.29,43.55,M,0.462762668550789,326,494,89,19
1802,1,72.56,14,12.7,40,F,0.49346285042873,328,459,97,24
1803,1.04,85.71,15,35.56,39.68,M,0.47416349892773,326,494,89,19
1804,1.18,90.7,15,17.78,47.42,F,0.406646568691265,328,459,97,24
1805,1.77,93.42,14,25.4,50,M,0.509473453061768,328,493,90,21
1806,1.13,81.63,14,25.4,45.81,F,0.510023786140583,328,459,97,22
1807,1.86,82.54,16,22.86,49.35,M,0.529618577395953,328,493,90,19
1808,1.68,77.55,15,17.78,41.61,F,0.483851734419032,328,459,97,22
1810,1.59,91.16,14,20.32,46.45,F,0.482385925846471,328,459,97,24
1811,1.41,74.83,16,19.05,34.19,M,0.512805739911861,328,493,90,20
1814,1.18,82.54,15,17.78,43.23,F,0.512785521424764,328,459,97,24
1815,1,82.54,15,27.94,40,M,0.558396985785284,328,493,90,21
1818,1.22,86.62,15,29.21,38.71,F,0.638375762283732,328,459,97,23
1819,1.91,77.32,16,29.21,37.1,M,0.432678854820041,328,493,90,20
1820,1.59,79.37,15,17.78,40,F,0.601288953063292,328,459,97,23
1821,1.59,80.27,15,33.02,34.52,M,0.552263171084744,328,316,91,19
1823,1,101.13,14,55.88,32.26,M,0.523242688296927,328,316,91,21
1824,1.63,92.52,14,19.05,47.1,F,0.494593212623453,328,491,98,24
1825,1.59,92.52,15,35.56,36.45,M,0.446304621772943,328,316,91,21
1826,1.81,85.26,14,19.05,41.61,F,0.553484312437177,328,463,99,22
1827,1.68,79.82,14,35.56,33.87,M,0.516257787955928,328,316,91,19
1828,1.63,90.7,14,22.86,45.81,F,0.552913721670099,328,463,99,24
1829,1.72,94.78,14,45.72,34.52,M,0.540743292088711,328,316,91,21
1831,2.27,90.02,15,38.1,38.06,M,0.441953517570274,326,476,92,20
1832,1.41,87.98,14,22.86,40.65,F,0.462187861365402,328,463,99,24
1833,1.54,80.5,16,17.78,39.68,M,0.557161726125513,326,476,92,20
1836,1.68,64.4,16,12.7,35.81,F,0.55228062349646,335,473,100,23
1837,1.36,82.99,15,38.1,37.74,M,0.521434618224588,331,465,93,19
1838,1.41,73.02,15,15.24,39.03,F,0.454805027308798,335,473,100,22
1839,2.09,93.65,15,40.64,38.39,M,0.467727959860109,331,465,93,20
1843,1.77,82.77,16,25.4,41.61,M,0.37754692045557,331,465,93,20
1844,1,68.25,16,12.7,40.65,F,0.466074441283194,335,473,100,23
1845,1.59,85.26,15,34.29,36.13,M,0.497365524185155,331,465,93,21
1847,1.59,88.44,16,43.18,28.06,M,0.562971571923658,331,465,93,19
1848,1.18,78,14,16.51,46.13,F,0.495495001901185,335,321,101,24
1849,1.32,89.8,15,30.48,39.68,M,0.487194324825379,331,465,93,21
1850,1.5,NA,NA,NA,NA,F,0.509350691852382,335,321,101,NA
1851,1.72,86.62,16,29.21,42.58,M,0.446358251261814,331,465,93,19
1853,1.81,74.38,15,19.05,39.03,M,0.835901201913571,330,313,94,21
1854,1.63,86.17,15,12.7,53.55,F,0.509228384543444,335,321,101,24
1855,1.77,86.17,16,27.94,36.45,M,0.725864780821767,330,313,94,19
1856,1.59,70.29,14,11.43,40.97,F,0.447932268852774,335,321,101,24
1857,1.72,77.55,15,25.4,31.61,M,0.491765462098077,328,495,95,21
1858,1.27,79.37,15,17.78,43.23,F,0.529410064215317,335,479,102,24
1861,1.54,96.15,15,40.64,30.32,M,0.498880703570695,328,495,95,21
1862,1.32,89.34,15,26.67,40.32,F,0.516458844000486,335,456,103,24
1863,1.63,77.1,15,25.4,35.16,M,0.499618313620197,328,495,95,19
1864,1.86,78,14,16.51,40.65,F,0.503418373376012,328,490,104,22
1865,1.72,91.61,15,33.02,38.39,M,0.492593256721076,328,495,95,21
1866,1.72,80.27,15,17.78,43.23,F,0.406550262082798,328,490,104,24
1868,1.63,78,14,10.16,47.74,F,0.398135639877289,328,160,105,22
1870,1.45,70.29,15,17.78,35.16,F,0.53191125278335,328,490,104,24
1871,1.04,81.18,14,27.94,40,M,0.472416001969409,328,495,95,21
1872,1.77,87.07,16,13.97,36.13,F,0.585612854968417,328,490,104,24
1874,1.41,89.8,15,20.32,46.45,F,0.491933164197766,328,490,104,24
1875,1.04,81.18,14,29.21,34.19,M,0.430979193972907,328,495,95,21
1876,1.81,81.63,14,19.05,43.87,F,0.468656032841734,328,160,105,22
1878,1.5,82.09,15,15.24,42.26,F,0.458776926078303,328,160,105,24
1879,1.72,74.38,15,17.78,37.74,M,0.465649840995522,335,324,96,23
1880,1.77,84.35,15,22.86,44.52,F,0.532233151210473,328,160,105,24
1881,1.86,76.87,15,20.32,38.06,M,0.512897775841284,335,324,96,23
1883,1.5,89.8,14,24.13,40.32,M,0.466910054192616,335,324,96,22
1884,1.81,77.78,15,16.51,40.65,F,0.398160933308204,335,314,106,23
1886,1.18,70.07,15,16.51,40.32,F,0.391104907527174,335,314,106,23
1888,2.31,84.81,14,20.32,46.77,F,0.425418867909098,335,319,107,22
1889,1.22,86.17,15,30.48,37.42,M,0.429829619165254,328,459,97,23
1890,1.63,75.28,15,15.24,43.55,F,0.529477537396612,328,497,108,22
1891,1.36,82.09,15,29.21,34.84,M,0.67503409315913,328,459,97,23
1893,0.91,75.28,14,33.02,29.68,M,0.509116109302501,328,459,97,22
1897,2.13,84.35,15,25.4,37.74,M,0.5910963030449,328,491,98,22
1898,1.5,85.71,16,19.05,42.9,F,0.577220367041307,328,497,108,24
1899,1.63,90.25,15,19.05,45.48,F,0.470979518895693,328,463,99,24
1902,1.72,84.81,15,25.4,44.52,F,0.526667158699436,335,460,109,25
1903,2,68.48,16,25.4,34.84,M,0.447889451519256,335,473,100,23
1904,1.32,80.05,16,31.75,43.55,F,0.495414220457942,335,460,109,26
1907,1.36,82.54,16,22.86,38.71,M,0.551171935367885,335,473,100,23
